Entity,Code,Date,daily_vaccinations
Puerto Rico,PRI,2021-02-07,7186
Puerto Rico,PRI,2021-02-08,6608
Puerto Rico,PRI,2021-02-09,8658
Puerto Rico,PRI,2021-02-10,8242
Puerto Rico,PRI,2021-02-11,8377
Puerto Rico,PRI,2021-02-12,6991
Puerto Rico,PRI,2021-02-13,10163
Puerto Rico,PRI,2021-02-14,11861
Republic of Palau,,2021-01-13,309
Republic of Palau,,2021-01-14,175
Republic of Palau,,2021-01-15,234
Republic of Palau,,2021-01-16,225
Republic of Palau,,2021-01-17,220
Republic of Palau,,2021-01-18,217
Republic of Palau,,2021-01-19,214
Republic of Palau,,2021-01-20,179
Republic of Palau,,2021-01-21,234
Republic of Palau,,2021-01-22,184
Republic of Palau,,2021-01-23,195
Republic of Palau,,2021-01-24,218
Republic of Palau,,2021-01-25,190
Republic of Palau,,2021-01-26,162
Republic of Palau,,2021-01-27,152
Republic of Palau,,2021-01-28,95
Republic of Palau,,2021-01-29,98
Republic of Palau,,2021-01-30,61
Republic of Palau,,2021-01-31,9
Republic of Palau,,2021-02-01,9
Republic of Palau,,2021-02-02,18
Republic of Palau,,2021-02-03,26
Republic of Palau,,2021-02-04,23
Republic of Palau,,2021-02-05,39
Republic of Palau,,2021-02-06,36
Republic of Palau,,2021-02-07,51
Republic of Palau,,2021-02-08,51
Republic of Palau,,2021-02-09,42
Republic of Palau,,2021-02-10,43
Republic of Palau,,2021-02-11,86
Republic of Palau,,2021-02-12,73
Republic of Palau,,2021-02-13,122
Republic of Palau,,2021-02-14,122
Rhode Island,,2021-01-13,2460
Rhode Island,,2021-01-14,2652
Rhode Island,,2021-01-15,2660
Rhode Island,,2021-01-16,2403
Rhode Island,,2021-01-17,2249
Rhode Island,,2021-01-18,2147
Rhode Island,,2021-01-19,2073
Rhode Island,,2021-01-20,2084
Rhode Island,,2021-01-21,2020
Rhode Island,,2021-01-22,2061
Rhode Island,,2021-01-23,2010
Rhode Island,,2021-01-24,2393
Rhode Island,,2021-01-25,2567
Rhode Island,,2021-01-26,2598
Rhode Island,,2021-01-27,2810
Rhode Island,,2021-01-28,3018
Rhode Island,,2021-01-29,3090
Rhode Island,,2021-01-30,3549
Rhode Island,,2021-01-31,3373
Rhode Island,,2021-02-01,3403
Rhode Island,,2021-02-02,3897
Rhode Island,,2021-02-03,3599
Rhode Island,,2021-02-04,3391
Rhode Island,,2021-02-05,3335
Rhode Island,,2021-02-06,3391
Rhode Island,,2021-02-07,3699
Rhode Island,,2021-02-08,3749
Rhode Island,,2021-02-09,3220
Rhode Island,,2021-02-10,3355
Rhode Island,,2021-02-11,3436
Rhode Island,,2021-02-12,3566
Rhode Island,,2021-02-13,3582
Rhode Island,,2021-02-14,3441
South Carolina,,2021-01-13,18812
South Carolina,,2021-01-14,17390
South Carolina,,2021-01-15,13587
South Carolina,,2021-01-16,14274
South Carolina,,2021-01-17,14686
South Carolina,,2021-01-18,14961
South Carolina,,2021-01-19,15157
South Carolina,,2021-01-20,13246
South Carolina,,2021-01-21,13397
South Carolina,,2021-01-22,15309
South Carolina,,2021-01-23,15855
South Carolina,,2021-01-24,17756
South Carolina,,2021-01-25,19501
South Carolina,,2021-01-26,18577
South Carolina,,2021-01-27,19197
South Carolina,,2021-01-28,21474
South Carolina,,2021-01-29,22308
South Carolina,,2021-01-30,22672
South Carolina,,2021-01-31,22964
South Carolina,,2021-02-01,22200
South Carolina,,2021-02-02,21926
South Carolina,,2021-02-03,21745
South Carolina,,2021-02-04,19641
South Carolina,,2021-02-05,19105
South Carolina,,2021-02-06,19288
South Carolina,,2021-02-07,18482
South Carolina,,2021-02-08,17563
South Carolina,,2021-02-09,16428
South Carolina,,2021-02-10,18409
South Carolina,,2021-02-11,18723
South Carolina,,2021-02-12,18640
South Carolina,,2021-02-13,18852
South Carolina,,2021-02-14,19324
South Dakota,,2021-01-13,2014
South Dakota,,2021-01-14,2793
South Dakota,,2021-01-15,2802
South Dakota,,2021-01-16,2352
South Dakota,,2021-01-17,2082
South Dakota,,2021-01-18,1902
South Dakota,,2021-01-19,1774
South Dakota,,2021-01-20,1687
South Dakota,,2021-01-21,1585
South Dakota,,2021-01-22,1934
South Dakota,,2021-01-23,2728
South Dakota,,2021-01-24,3048
South Dakota,,2021-01-25,3200
South Dakota,,2021-01-26,3101
South Dakota,,2021-01-27,3495
South Dakota,,2021-01-28,3771
South Dakota,,2021-01-29,3798
South Dakota,,2021-01-30,3664
South Dakota,,2021-01-31,3646
South Dakota,,2021-02-01,3596
South Dakota,,2021-02-02,3597
South Dakota,,2021-02-03,3426
South Dakota,,2021-02-04,3414
South Dakota,,2021-02-05,3480
South Dakota,,2021-02-06,3535
South Dakota,,2021-02-07,3640
South Dakota,,2021-02-08,3626
South Dakota,,2021-02-09,3604
South Dakota,,2021-02-10,3639
South Dakota,,2021-02-11,3722
South Dakota,,2021-02-12,3868
South Dakota,,2021-02-13,3919
South Dakota,,2021-02-14,4112
Tennessee,,2021-01-13,13456
Tennessee,,2021-01-14,6728
Tennessee,,2021-01-15,17360
Tennessee,,2021-01-16,16050
Tennessee,,2021-01-17,15264
Tennessee,,2021-01-18,14740
Tennessee,,2021-01-19,14365
Tennessee,,2021-01-20,13403
Tennessee,,2021-01-21,15851
Tennessee,,2021-01-22,14037
Tennessee,,2021-01-23,15528
Tennessee,,2021-01-24,17781
Tennessee,,2021-01-25,17565
Tennessee,,2021-01-26,16589
Tennessee,,2021-01-27,18443
Tennessee,,2021-01-28,19197
Tennessee,,2021-01-29,20618
Tennessee,,2021-01-30,21427
Tennessee,,2021-01-31,22453
Tennessee,,2021-02-01,23609
Tennessee,,2021-02-02,23422
Tennessee,,2021-02-03,24312
Tennessee,,2021-02-04,24885
Tennessee,,2021-02-05,24652
Tennessee,,2021-02-06,25451
Tennessee,,2021-02-07,25973
Tennessee,,2021-02-08,25401
Tennessee,,2021-02-09,25742
Tennessee,,2021-02-10,25981
Tennessee,,2021-02-11,26016
Tennessee,,2021-02-12,26161
Tennessee,,2021-02-13,24927
Tennessee,,2021-02-14,25152
Texas,,2021-01-13,66581
Texas,,2021-01-14,66082
Texas,,2021-01-15,82927
Texas,,2021-01-16,77429
Texas,,2021-01-17,74131
Texas,,2021-01-18,71932
Texas,,2021-01-19,70361
Texas,,2021-01-20,70529
Texas,,2021-01-21,71561
Texas,,2021-01-22,69220
Texas,,2021-01-23,72384
Texas,,2021-01-24,68740
Texas,,2021-01-25,65851
Texas,,2021-01-26,73415
Texas,,2021-01-27,71804
Texas,,2021-01-28,80351
Texas,,2021-01-29,82155
Texas,,2021-01-30,87541
Texas,,2021-01-31,92226
Texas,,2021-02-01,98889
Texas,,2021-02-02,82619
Texas,,2021-02-03,96932
Texas,,2021-02-04,99765
Texas,,2021-02-05,101557
Texas,,2021-02-06,109611
Texas,,2021-02-07,119680
Texas,,2021-02-08,117976
Texas,,2021-02-09,134278
Texas,,2021-02-10,130817
Texas,,2021-02-11,129014
Texas,,2021-02-12,134688
Texas,,2021-02-13,128579
Texas,,2021-02-14,126730
United States,USA,2020-12-21,57909
United States,USA,2020-12-22,127432
United States,USA,2020-12-23,150606
United States,USA,2020-12-24,191001
United States,USA,2020-12-25,215238
United States,USA,2020-12-26,231396
United States,USA,2020-12-27,211379
United States,USA,2020-12-28,216147
United States,USA,2020-12-29,235685
United States,USA,2020-12-30,255223
United States,USA,2020-12-31,278776
United States,USA,2021-01-01,302329
United States,USA,2021-01-02,325882
United States,USA,2021-01-03,336949
United States,USA,2021-01-04,348017
United States,USA,2021-01-05,339372
United States,USA,2021-01-06,358887
United States,USA,2021-01-07,378253
United States,USA,2021-01-08,419933
United States,USA,2021-01-09,461263
United States,USA,2021-01-10,546636
United States,USA,2021-01-11,632009
United States,USA,2021-01-12,641524
United States,USA,2021-01-13,710238
United States,USA,2021-01-14,747082
United States,USA,2021-01-15,798707
United States,USA,2021-01-16,811670
United States,USA,2021-01-17,824632
United States,USA,2021-01-18,837595
United States,USA,2021-01-19,911493
United States,USA,2021-01-20,892403
United States,USA,2021-01-21,913912
United States,USA,2021-01-22,975540
United States,USA,2021-01-23,1057387
United States,USA,2021-01-24,1122182
United States,USA,2021-01-25,1126251
United States,USA,2021-01-26,1119058
United States,USA,2021-01-27,1161050
United States,USA,2021-01-28,1235330
United States,USA,2021-01-29,1253815
United States,USA,2021-01-30,1291416
United States,USA,2021-01-31,1324949
United States,USA,2021-02-01,1355451
United States,USA,2021-02-02,1319981
United States,USA,2021-02-03,1317946
United States,USA,2021-02-04,1287147
United States,USA,2021-02-05,1276364
United States,USA,2021-02-06,1351437
United States,USA,2021-02-07,1441091
United States,USA,2021-02-08,1456459
United States,USA,2021-02-09,1489333
United States,USA,2021-02-10,1555959
United States,USA,2021-02-11,1598080
United States,USA,2021-02-12,1655907
United States,USA,2021-02-13,1657703
United States,USA,2021-02-14,1667631
Utah,,2021-01-13,8811
Utah,,2021-01-14,10080
Utah,,2021-01-15,10995
Utah,,2021-01-16,10433
Utah,,2021-01-17,10096
Utah,,2021-01-18,9872
Utah,,2021-01-19,9711
Utah,,2021-01-20,11108
Utah,,2021-01-21,10599
Utah,,2021-01-22,10646
Utah,,2021-01-23,9396
Utah,,2021-01-24,8146
Utah,,2021-01-25,10650
Utah,,2021-01-26,9602
Utah,,2021-01-27,8288
Utah,,2021-01-28,7176
Utah,,2021-01-29,9771
Utah,,2021-01-30,11967
Utah,,2021-01-31,11967
Utah,,2021-02-01,13432
Utah,,2021-02-02,13460
Utah,,2021-02-03,12118
Utah,,2021-02-04,16237
Utah,,2021-02-05,15053
Utah,,2021-02-06,16255
Utah,,2021-02-07,16255
Utah,,2021-02-08,26228
Utah,,2021-02-09,26519
Utah,,2021-02-10,26519
Utah,,2021-02-11,22400
Utah,,2021-02-12,19110
Utah,,2021-02-13,15712
Utah,,2021-02-14,15712
Vermont,,2021-01-13,3814
Vermont,,2021-01-14,1907
Vermont,,2021-01-15,2238
Vermont,,2021-01-16,2185
Vermont,,2021-01-17,2154
Vermont,,2021-01-18,2133
Vermont,,2021-01-19,2118
Vermont,,2021-01-20,1606
Vermont,,2021-01-21,1895
Vermont,,2021-01-22,1997
Vermont,,2021-01-23,2133
Vermont,,2021-01-24,2192
Vermont,,2021-01-25,2153
Vermont,,2021-01-26,1976
Vermont,,2021-01-27,2080
Vermont,,2021-01-28,2291
Vermont,,2021-01-29,2184
Vermont,,2021-01-30,2050
Vermont,,2021-01-31,2187
Vermont,,2021-02-01,2686
Vermont,,2021-02-02,2801
Vermont,,2021-02-03,2763
Vermont,,2021-02-04,2618
Vermont,,2021-02-05,2617
Vermont,,2021-02-06,2745
Vermont,,2021-02-07,2857
Vermont,,2021-02-08,2557
Vermont,,2021-02-09,2717
Vermont,,2021-02-10,2735
Vermont,,2021-02-11,2816
Vermont,,2021-02-12,2855
Vermont,,2021-02-13,2818
Vermont,,2021-02-14,2801
Veterans Health,,2021-01-13,27623
Veterans Health,,2021-01-14,28972
Veterans Health,,2021-01-15,30339
Veterans Health,,2021-01-16,28907
Veterans Health,,2021-01-17,28047
Veterans Health,,2021-01-18,27474
Veterans Health,,2021-01-19,27065
Veterans Health,,2021-01-20,25456
Veterans Health,,2021-01-21,34652
Veterans Health,,2021-01-22,37413
Veterans Health,,2021-01-23,40173
Veterans Health,,2021-01-24,42465
Veterans Health,,2021-01-25,44454
Veterans Health,,2021-01-26,41020
Veterans Health,,2021-01-27,44791
Veterans Health,,2021-01-28,37870
Veterans Health,,2021-01-29,37405
Veterans Health,,2021-01-30,37816
Veterans Health,,2021-01-31,38290
Veterans Health,,2021-02-01,37224
Veterans Health,,2021-02-02,38574
Veterans Health,,2021-02-03,38266
Veterans Health,,2021-02-04,33404
Veterans Health,,2021-02-05,33788
Veterans Health,,2021-02-06,34643
Veterans Health,,2021-02-07,41146
Veterans Health,,2021-02-08,42230
Veterans Health,,2021-02-09,42169
Veterans Health,,2021-02-10,44123
Veterans Health,,2021-02-11,50169
Veterans Health,,2021-02-12,51618
Veterans Health,,2021-02-13,53122
Veterans Health,,2021-02-14,54361
Virgin Islands,,2021-01-13,315
Virgin Islands,,2021-01-14,272
Virgin Islands,,2021-01-15,250
Virgin Islands,,2021-01-16,219
Virgin Islands,,2021-01-17,201
Virgin Islands,,2021-01-18,188
Virgin Islands,,2021-01-19,179
Virgin Islands,,2021-01-20,175
Virgin Islands,,2021-01-21,189
Virgin Islands,,2021-01-22,206
Virgin Islands,,2021-01-23,228
Virgin Islands,,2021-01-24,214
Virgin Islands,,2021-01-25,199
Virgin Islands,,2021-01-26,230
Virgin Islands,,2021-01-27,251
Virgin Islands,,2021-01-28,268
Virgin Islands,,2021-01-29,312
Virgin Islands,,2021-01-30,373
Virgin Islands,,2021-01-31,376
Virgin Islands,,2021-02-01,388
Virgin Islands,,2021-02-02,423
Virgin Islands,,2021-02-03,459
Virgin Islands,,2021-02-04,513
Virgin Islands,,2021-02-05,518
Virgin Islands,,2021-02-06,500
Virgin Islands,,2021-02-07,496
Virgin Islands,,2021-02-08,488
Virgin Islands,,2021-02-09,479
Virgin Islands,,2021-02-10,476
Virgin Islands,,2021-02-11,422
Virgin Islands,,2021-02-12,401
Virgin Islands,,2021-02-13,388
Virgin Islands,,2021-02-14,402
Virginia,,2021-01-13,27229
Virginia,,2021-01-14,13614
Virginia,,2021-01-15,17876
Virginia,,2021-01-16,18573
Virginia,,2021-01-17,18991
Virginia,,2021-01-18,19270
Virginia,,2021-01-19,19470
Virginia,,2021-01-20,17933
Virginia,,2021-01-21,20608
Virginia,,2021-01-22,22459
Virginia,,2021-01-23,23485
Virginia,,2021-01-24,23729
Virginia,,2021-01-25,25249
Virginia,,2021-01-26,38276
Virginia,,2021-01-27,40808
Virginia,,2021-01-28,43758
Virginia,,2021-01-29,46189
Virginia,,2021-01-30,50946
Virginia,,2021-01-31,54508
Virginia,,2021-02-01,55407
Virginia,,2021-02-02,43769
Virginia,,2021-02-03,41989
Virginia,,2021-02-04,40095
Virginia,,2021-02-05,38440
Virginia,,2021-02-06,38094
Virginia,,2021-02-07,38593
Virginia,,2021-02-08,37831
Virginia,,2021-02-09,37197
Virginia,,2021-02-10,37771
Virginia,,2021-02-11,39162
Virginia,,2021-02-12,40141
Virginia,,2021-02-13,39675
Virginia,,2021-02-14,35980
Washington,,2021-01-13,12671
Washington,,2021-01-14,14836
Washington,,2021-01-15,15680
Washington,,2021-01-16,16672
Washington,,2021-01-17,17267
Washington,,2021-01-18,17664
Washington,,2021-01-19,17948
Washington,,2021-01-20,19790
Washington,,2021-01-21,21169
Washington,,2021-01-22,22933
Washington,,2021-01-23,24963
Washington,,2021-01-24,23926
Washington,,2021-01-25,26748
Washington,,2021-01-26,26630
Washington,,2021-01-27,26811
Washington,,2021-01-28,28245
Washington,,2021-01-29,29134
Washington,,2021-01-30,29565
Washington,,2021-01-31,33566
Washington,,2021-02-01,33117
Washington,,2021-02-02,33451
Washington,,2021-02-03,33073
Washington,,2021-02-04,32318
Washington,,2021-02-05,31553
Washington,,2021-02-06,31975
Washington,,2021-02-07,31539
Washington,,2021-02-08,31046
Washington,,2021-02-09,29919
Washington,,2021-02-10,34713
Washington,,2021-02-11,34669
Washington,,2021-02-12,36081
Washington,,2021-02-13,36287
Washington,,2021-02-14,37336
West Virginia,,2021-01-13,7379
West Virginia,,2021-01-14,7665
West Virginia,,2021-01-15,10292
West Virginia,,2021-01-16,8872
West Virginia,,2021-01-17,8020
West Virginia,,2021-01-18,7452
West Virginia,,2021-01-19,7047
West Virginia,,2021-01-20,6845
West Virginia,,2021-01-21,6984
West Virginia,,2021-01-22,6651
West Virginia,,2021-01-23,8004
West Virginia,,2021-01-24,8493
West Virginia,,2021-01-25,7992
West Virginia,,2021-01-26,8262
West Virginia,,2021-01-27,8044
West Virginia,,2021-01-28,8151
West Virginia,,2021-01-29,8457
West Virginia,,2021-01-30,8794
West Virginia,,2021-01-31,8127
West Virginia,,2021-02-01,8048
West Virginia,,2021-02-02,7673
West Virginia,,2021-02-03,7591
West Virginia,,2021-02-04,7450
West Virginia,,2021-02-05,7408
West Virginia,,2021-02-06,8353
West Virginia,,2021-02-07,8896
West Virginia,,2021-02-08,9009
West Virginia,,2021-02-09,9030
West Virginia,,2021-02-10,9216
West Virginia,,2021-02-11,9147
West Virginia,,2021-02-12,8515
West Virginia,,2021-02-13,8749
West Virginia,,2021-02-14,9220
Wisconsin,,2021-01-13,0
Wisconsin,,2021-01-14,6351
Wisconsin,,2021-01-15,10850
Wisconsin,,2021-01-16,10868
Wisconsin,,2021-01-17,10880
Wisconsin,,2021-01-18,10887
Wisconsin,,2021-01-19,10892
Wisconsin,,2021-01-20,12177
Wisconsin,,2021-01-21,12686
Wisconsin,,2021-01-22,13003
Wisconsin,,2021-01-23,14986
Wisconsin,,2021-01-24,16663
Wisconsin,,2021-01-25,16186
Wisconsin,,2021-01-26,14943
Wisconsin,,2021-01-27,16147
Wisconsin,,2021-01-28,17594
Wisconsin,,2021-01-29,20864
Wisconsin,,2021-01-30,23517
Wisconsin,,2021-01-31,26110
Wisconsin,,2021-02-01,28216
Wisconsin,,2021-02-02,29134
Wisconsin,,2021-02-03,30379
Wisconsin,,2021-02-04,26714
Wisconsin,,2021-02-05,26898
Wisconsin,,2021-02-06,26856
Wisconsin,,2021-02-07,35924
Wisconsin,,2021-02-08,35695
Wisconsin,,2021-02-09,35326
Wisconsin,,2021-02-10,35504
Wisconsin,,2021-02-11,39623
Wisconsin,,2021-02-12,38475
Wisconsin,,2021-02-13,39698
Wisconsin,,2021-02-14,30412
Wyoming,,2021-01-13,1327
Wyoming,,2021-01-14,1654
Wyoming,,2021-01-15,2093
Wyoming,,2021-01-16,1902
Wyoming,,2021-01-17,1787
Wyoming,,2021-01-18,1710
Wyoming,,2021-01-19,1656
Wyoming,,2021-01-20,1645
Wyoming,,2021-01-21,1362
Wyoming,,2021-01-22,1686
Wyoming,,2021-01-23,1927
Wyoming,,2021-01-24,2200
Wyoming,,2021-01-25,2061
Wyoming,,2021-01-26,1897
Wyoming,,2021-01-27,2017
Wyoming,,2021-01-28,2017
Wyoming,,2021-01-29,2088
Wyoming,,2021-01-30,1658
Wyoming,,2021-01-31,2317
Wyoming,,2021-02-01,2509
Wyoming,,2021-02-02,2526
Wyoming,,2021-02-03,2479
Wyoming,,2021-02-04,2479
Wyoming,,2021-02-05,2607
Wyoming,,2021-02-06,3242
Wyoming,,2021-02-07,2119
Wyoming,,2021-02-08,2534
Wyoming,,2021-02-09,2491
Wyoming,,2021-02-10,2677
Wyoming,,2021-02-11,2677
Wyoming,,2021-02-12,3103
Wyoming,,2021-02-13,2469
Wyoming,,2021-02-14,3892
